humidity,pressure,wind_speed,cloud_cover,temperature
80,1011,26,42,23.556446761374218
67,1019,17,76,28.521525709282876
38,992,4,47,26.506608233869404
23,1038,5,81,44.037284220000195
54,999,29,80,19.33425270516404
83,1014,16,80,23.532879333537455
68,984,10,60,16.291704379017123
36,988,19,74,20.098673772160634
63,1008,15,83,24.30674710227913
49,985,8,9,24.28341795850195
65,1004,1,28,28.99796029055666
25,1010,4,47,35.75838432211786
56,1001,0,97,24.360580009049634
43,981,3,80,18.832717584634413
65,1024,3,61,34.254187679732155
72,984,21,12,18.091571260051534
79,1039,25,43,35.17835714023158
82,1006,24,46,21.395623806733152
51,1004,2,63,28.515022816805207
52,987,8,90,18.31496846515408
86,1034,21,52,32.446486745742064
37,980,22,89,14.436386449138862
44,999,11,91,23.387853698822205
73,1023,9,76,30.60057760902575
77,1002,1,75,23.115337893068347
86,1011,10,43,25.812841717698713
65,990,9,27,22.53848186157924
43,1018,29,1,35.06297954382124
51,1026,21,56,34.01067967839542
66,1033,5,56,37.995893437362234
42,1003,17,33,29.25995116639161
85,990,1,86,15.959123960950919
46,1008,29,57,26.051089236440585
21,1033,1,51,46.167188955217604
36,1005,9,28,32.69060591065911
52,995,15,34,24.329123428127144
28,1014,11,74,33.327782648088274
62,999,0,47,26.813976651990476
67,1025,20,32,33.18684670661517
58,982,7,74,16.773980658541895
61,980,15,72,14.041303435643657
45,1037,17,77,38.36371767264917
69,1032,12,8,39.45831097369528
44,1026,14,47,37.219856549188805
43,980,20,66,16.398670035913945
32,996,11,92,24.26819389885129
79,981,7,82,12.335433915909206
26,1008,9,35,34.713506212796105
76,999,13,95,17.989374772249107
55,985,4,70,19.390682934677915
64,987,17,91,14.51690583104659
39,1008,18,43,30.113867417553994
84,1027,14,81,29.21094990707412
27,1030,5,59,42.606152229240536
35,1012,26,62,29.499377940690334
33,982,10,4,25.64962035595223
95,1039,20,86,30.496209832792232
34,1014,10,85,31.8938406443558
85,984,19,89,9.441370938953852
51,1006,19,75,24.949227544241626
82,1023,20,39,29.665474599460907
70,991,17,18,21.089163619604253
44,999,24,46,24.73852551303462
77,1024,17,64,29.533806835243222
82,999,9,66,20.14790153226587
81,988,1,90,15.369345794051913
41,1018,25,17,34.66814469755633
77,983,29,49,12.06445553938214
77,1030,8,29,36.36178237459761
68,1033,13,65,34.79933202859811
71,998,18,4,25.08484803024227
61,1017,9,92,28.557035096820144
89,1006,22,96,16.92568528228181
34,1024,3,41,40.89819896104087
73,1022,28,83,25.638295868296762
79,992,28,93,12.176406362326244
27,992,5,4,31.679272243175443
72,1039,13,49,38.02509582522298
79,1036,3,84,35.32199892328261
24,1001,25,57,27.585057131393864
87,1007,14,78,20.510269861930443
25,1031,15,83,38.81272508158953
66,1026,6,7,38.576559786099594
74,1032,16,30,36.27808371709804
59,1024,18,11,36.32687714257271
71,1001,28,20,22.162845533832073
35,1022,18,93,32.57818922470339
32,998,16,61,26.269617013425776
49,987,5,90,19.227544826269966
38,1031,28,89,33.81259598071178
36,987,10,32,24.90965164430283
82,1021,15,25,31.31009165606139
38,1005,29,89,23.2516067265335
77,1027,24,99,26.193508793812615
74,1030,7,39,36.31937713569666
81,1005,10,64,22.881257345720446
42,1002,6,58,28.5757939308275
28,1022,25,14,38.18049020776797
31,992,23,0,27.70264856978387
20,1007,21,10,35.08306962939966
77,988,24,54,14.534003110022185
20,999,18,1,32.598841828003685
53,1035,25,64,35.86643389159609
67,998,9,94,19.860307776165055
20,1027,8,43,42.59805733854965
35,1018,3,15,40.26667444625428
80,1030,22,21,33.73850777702004
83,991,14,17,19.795125534480405
82,994,12,46,19.174335583132333
88,1010,24,80,19.723170959630014
41,1034,1,29,44.92714616448109
86,993,1,9,23.340701659984152
95,990,15,98,10.749426951953215
45,1005,8,57,29.09695380291865
35,1021,27,61,32.817958499728206
70,1006,12,84,22.6058939487544
76,990,2,79,17.911898204883688
48,1017,8,5,37.672794268011216
97,1013,12,66,22.902318555588636
88,1022,20,40,28.58631384621275
66,998,21,42,21.792794861887234
81,985,1,84,14.673229222628276
88,1025,7,76,29.587478798982737
95,1031,26,17,31.743397586276007
35,1017,8,57,35.5903662422523
67,1028,15,59,33.51010059137256
58,1021,1,87,32.072454571894596
52,1007,5,26,32.13852371825136
42,980,21,67,16.152157536664
29,1014,7,21,38.24064383636616
88,1019,25,23,27.668076809554726
53,987,27,39,18.71725542252891
71,1038,4,73,37.80075526310679
29,1031,8,65,41.1459194019521
38,1033,0,39,44.20979309565809
77,1026,8,5,36.63601148972098
20,1035,9,17,47.629693753283064
88,986,22,80,10.029647050745915
23,990,3,86,25.155331162118493
35,1018,2,29,39.62756131295242
43,983,29,20,19.760314864364037
99,1004,9,61,19.8995263751916
21,991,14,9,29.67556912447215
51,1005,10,12,31.63666843609016
43,1017,13,75,31.83646939284155
31,1025,5,8,43.73690313431892
69,991,11,67,18.438653084231486
54,1022,12,38,35.495660288988645
52,1030,16,23,38.9453898082587
52,1032,15,33,39.456175013089194
80,1016,2,60,29.268986768504522
70,1025,1,40,36.10867439133666
62,1032,10,4,41.337545931486716
31,1003,28,78,24.71674745898656
86,995,8,49,19.47309448201251
84,1036,2,3,41.178502261796424
52,992,28,50,19.08157926607244
59,1004,17,51,25.392542946239317
93,1033,19,38,32.58364585069992
62,1033,14,7,40.40867709371077
63,1036,13,44,38.651097755676346
48,1031,1,87,37.91604966866578
32,1033,16,27,43.02739540452403
31,983,21,26,22.313177191607117
65,990,25,64,16.453098388778017
21,1011,7,33,37.50781820322223
54,1028,9,80,35.066308533014514
27,986,25,61,20.49425213246984
45,1025,17,61,34.78461518278008
93,1037,29,37,32.425927446684256
53,990,24,25,21.200471573863535
26,1007,28,23,31.516274826787043
87,1033,18,38,33.63547047770888
77,1020,7,20,33.46231917107454
94,1002,27,93,14.090219469089762
48,1024,7,46,37.411078388820506
55,1002,2,47,28.58772770442785
40,1029,2,12,44.32946911186127
55,1007,11,2,32.182420067556286
29,1022,21,31,37.78483712230444
92,1026,16,34,30.667551904335202
43,1036,3,18,45.6531428363141
83,1005,16,13,25.10983610780328
68,1004,13,47,25.188109507164736
55,1033,18,85,34.298125745006814
43,1008,8,80,28.669155341924963
42,998,29,67,21.529979286106673
81,1012,29,44,23.238456210392243
56,1015,20,18,32.12894613917925
31,993,11,63,25.22875324832671
74,993,4,65,19.814327114549982
32,1014,10,78,32.52289389953071
42,1009,19,65,28.10822076771042
49,1007,2,74,29.002688558054775
36,996,20,44,25.628104030659998
81,982,14,86,11.161078599291473
32,995,13,73,24.497805832855423
78,1025,10,66,31.333733179415624
38,1009,19,68,28.557982684656203
68,1031,7,2,40.51979797587363
31,1008,3,37,34.81166904253185
80,1024,26,76,26.33118241499731
38,994,11,41,26.816310050009786
95,1025,7,82,27.482068116209422
28,1035,5,39,45.26862274731568
90,1004,14,49,21.43370210514942
47,1030,29,34,36.543867834585065
97,1017,11,23,28.220534441963043
71,1021,15,87,27.909159895083267
35,1038,15,16,45.443747801322
88,1026,26,39,28.691026045540855
31,1032,20,73,38.33479158650118
44,1033,19,65,37.951613872145764
71,1031,19,43,34.622136132018014
72,1037,27,22,36.96144079794885
42,1017,3,5,39.28526470088655
35,1002,10,65,28.434481016566384
76,1004,12,20,25.963570150239644
58,1021,28,34,31.733551471592044
72,986,8,28,19.557614538127325
61,1001,3,6,30.010703876300326
77,996,11,92,16.99538487138708
58,997,8,52,24.35716326391128
33,1028,12,36,40.97875832957262
24,1020,15,22,39.94264821623534
54,989,25,96,14.975282983727686
94,989,5,7,19.781846657348993
37,1036,9,75,41.224679107283464
95,986,12,47,13.741296865535178
28,1027,6,9,44.53632939223387
93,1029,27,78,26.033691909747848
77,1017,25,23,28.18362272429348
36,1006,18,89,26.492931770081626
26,1031,23,46,40.675862566969606
65,1012,18,52,27.23109558183747
32,980,16,38,20.829662616261764
59,1023,12,66,32.64408207786519
61,1032,12,65,35.938525534297604
28,1039,25,5,46.052346087638774
69,1013,27,20,27.585519103859436
46,983,20,72,16.603701279720273
85,996,1,73,19.992384647713966
24,983,9,35,24.599571489351888
48,1022,29,2,35.406270514011936
56,1033,21,87,33.55098853122255
57,1005,12,85,24.35837856409518
27,983,25,77,18.16807641915301
84,980,8,41,14.681986898500165
36,986,0,44,25.141659635481002
90,1009,13,43,23.92513083468074
64,1029,28,90,29.019936618376377
23,988,15,32,26.17696022313003
55,1014,19,59,28.833656017151768
89,987,14,85,11.576154577305882
50,1003,0,92,26.252089128982853
38,998,16,82,23.85610370911914
80,1015,23,82,22.714333833082087
73,1029,29,69,29.289953332921996
58,1031,29,82,31.679377963916128
93,1038,12,76,33.16800590270384
38,1022,29,25,34.867727781474926
58,1006,26,85,21.722779514399697
86,1011,14,20,27.683406554241728
64,993,15,99,16.775769373566515
32,1036,15,1,46.523698011789435
77,997,1,46,23.632537635689935
39,1007,16,29,31.47361856129233
91,1039,10,26,38.01182742910227
80,1008,7,70,24.157939101001592
58,995,19,19,24.020702072082983
20,1014,2,49,38.36532613800844
22,1026,28,94,34.153111753134795
96,1038,11,22,36.75365586358212
81,1038,19,12,38.19822018244183
82,1010,15,80,21.914503514493184
44,983,13,3,23.682569788830033
75,1016,15,13,31.300607073019552
52,996,26,19,23.97264489120003
57,1018,20,12,33.490649619518855
25,1027,16,2,43.309227504975155
77,1025,29,89,25.50151585298249
63,1005,10,89,23.614755570528793
64,1027,16,81,31.424220333638036
51,1018,18,95,28.061015499170843
64,1020,21,77,27.922098565539073
80,983,0,46,17.585231772783153
66,1009,29,2,27.988487457305144
40,1009,26,0,32.34866099437512
99,1001,11,89,16.440978482510346
94,990,14,23,17.448808429629814
55,981,17,34,17.794666968522904
38,1023,27,13,37.310141623653834
39,991,29,66,19.529022553415423
76,1009,22,12,26.59866338925116
37,1015,13,46,34.52216626798755
66,997,29,49,19.154884882413988
68,1005,0,77,25.251311369537817
33,1032,12,84,38.588746730419174
34,986,29,25,21.30950915165695
50,980,14,2,21.403652013177027
20,1037,6,50,46.51096291756834
73,1005,14,39,25.078522146743012
22,1002,19,67,28.280999458296574
35,1005,9,35,32.13050295480459
76,1024,13,50,31.717478677283513
94,985,5,0,18.750712728154543
31,985,13,32,24.426200106200792
93,1023,23,6,29.92496330028567
35,987,24,51,20.793023771165082
91,1003,21,10,22.878654265537186
95,1001,11,26,21.83452869027202
43,998,10,13,29.74869307419765
47,1016,28,85,26.756405521924908
27,997,29,79,22.527643655174995
55,1010,24,45,27.66353570744293
27,1016,19,75,32.69969645887673
77,1009,21,9,27.213708864018802
79,1036,23,23,35.722405090556684
69,1021,24,60,28.30670541978668
47,1012,18,17,33.13779836206537
60,989,1,85,19.682166392624833
83,1016,21,8,29.217119079368814
46,991,19,16,24.454111030789218
82,1033,0,57,36.21740210221329
36,1009,7,12,35.90650831809129
92,1006,24,49,19.5739571708355
52,1018,13,5,36.07890906019219
96,988,8,84,12.33294505612449
48,1033,1,50,41.83843284720665
32,1000,24,35,27.286065374994312
65,991,22,70,16.67540853840298
54,1034,4,99,36.581088150733706
25,1008,22,24,32.958034905842425
88,1012,28,10,25.45991769553304
66,1022,24,43,30.66745881596414
44,1032,7,13,43.5792389243129
85,994,15,28,19.64736669455219
29,981,21,73,17.71607633919874
75,1031,15,49,34.306466065559974
49,1018,12,4,37.35146363730319
24,1032,19,71,39.85234574700433
52,1023,28,68,30.7915428608876
84,1033,14,87,30.452321787747557
37,997,0,56,28.795393816015956
68,982,21,25,16.1312998540351
30,986,2,5,29.065355713729648
45,1022,5,15,39.850308793682444
82,997,21,59,18.035969096594908
78,1023,13,99,26.968044577921532
46,1017,3,11,38.404313955943074
68,1016,17,74,27.08103182133802
96,1037,14,2,37.4294356520945
52,1012,8,62,30.806229415050925
20,1023,17,63,37.893936897863306
40,1038,2,61,44.08570061596401
74,1010,9,5,30.326487212712248
25,1037,16,18,46.807042563767304
88,990,6,17,20.10870821593959
24,983,14,79,20.47805396649833
22,1038,0,86,44.88945921897293
72,997,26,42,19.23514973787443
42,983,24,72,16.09956632656513
72,1028,26,2,35.06064833173982
56,1013,10,71,28.726020641311884
93,1008,16,37,23.04143954253761
93,1003,4,67,21.301553729460448
36,1001,6,75,27.926388447548437
97,981,18,43,10.896487077531214
92,1023,24,94,22.900923091561694
20,985,23,88,19.042780961536216
70,1021,28,79,26.188358823804315
64,1004,14,62,24.150208036811964
96,1034,2,41,35.503384311807224
23,1036,14,63,43.070481086255526
81,1000,4,53,22.944478593976175
84,1034,22,77,30.808663209225198
51,1038,11,76,39.562474830284685
53,995,29,70,18.18355229696073
91,1010,19,75,20.488292205742194
58,993,4,36,24.55065129629629
45,1018,2,3,39.99768577151604
53,1007,8,1,33.170796696324814
73,1011,25,98,20.731230374307074
22,1007,8,43,34.381175105888445
69,1030,6,66,34.9621256788138
31,1034,25,67,38.41634385364001
84,1028,1,75,32.09339746654845
73,988,22,82,13.037273186099684
24,1037,22,73,40.66514138889829
76,1024,26,61,27.91285946443738
36,1001,20,0,30.781544367193764
66,1011,15,16,30.298818621005644
42,984,8,15,24.570972328931003
98,1002,12,8,23.13860084137164
33,984,27,52,19.324999072450314
85,1021,26,72,24.674332421724777
94,1032,18,58,30.303837080583417
70,1011,19,8,29.902280715186038
57,1038,16,11,42.75112918066076
83,989,5,40,18.98046395864091
57,1038,3,14,44.94657489079847
69,1018,0,65,31.70793070418006
49,1037,17,74,38.08957974392916
98,994,18,10,18.525644908300762
70,986,8,7,21.839875932123157
82,1008,12,54,24.03469275720689
71,1038,7,95,35.2231768296326
57,1026,22,5,36.63487144642208
98,982,12,52,11.717579763786745
49,998,14,19,27.213415167456507
70,989,10,38,20.153068798791576
24,1007,11,98,28.92912882099037
48,1008,13,71,27.492350810788015
23,994,3,33,30.766360247898845
29,1014,0,56,36.808826430401126
75,985,23,18,16.45228165832448
36,991,3,70,24.676613505941173
93,1026,18,30,30.444856185563893
36,1017,8,81,33.07794764183061
88,992,9,39,18.965646842894937
53,1008,3,13,33.26549245148124
25,998,19,99,23.686366163509835
72,982,29,80,10.054508126517103
85,987,8,36,17.305106687221876
96,987,12,43,14.538074829902458
62,1034,11,8,41.48657173653345
94,1037,10,57,33.9786459095995
42,999,11,19,29.564503445133628
74,1026,29,91,26.332288892171984
99,983,17,49,10.93657186033642
94,1030,29,19,30.732865922826072
35,1000,11,35,29.8285461880764
27,982,15,26,23.553419959769315
23,1024,4,71,39.895490873424514
23,987,19,31,24.92181257726337
75,1002,24,0,24.921178661081044
44,995,11,16,27.775396860342784
86,992,20,8,19.196785328231655
86,982,24,83,8.427471142044572
46,1027,10,44,38.447716618177274
51,988,8,95,17.867310365943304
69,1039,29,65,34.341603110297974
80,993,17,31,19.29950415537152
70,992,29,44,17.03714803225532
38,1032,24,8,41.76049766472442
40,1036,2,29,45.75876176759825
24,986,19,83,19.958527829548185
61,994,16,37,22.077797880242397
80,986,13,59,15.146563186865214
41,1017,0,0,40.689939239325085
40,1013,16,4,35.522089262896735
89,1020,24,62,25.037527840011972
20,1001,26,98,24.308714966174282
24,1003,7,35,33.57714527077638
31,1028,4,64,40.87200426228916
65,1016,4,77,29.745660410312635
53,1023,8,72,34.001110496366515
68,980,2,93,13.838307983713547
97,989,18,23,15.788441974562001
64,1022,22,3,34.603624873936205
46,995,8,77,23.281057792231163
92,1025,21,88,24.716236333356473
45,987,29,67,16.79291172617918
66,1035,17,24,38.55810489103205
75,1028,15,73,31.26229794778787
82,1004,0,98,21.70408598191778
67,1029,1,6,41.05325383978598
80,991,13,12,21.33720404925553
45,1004,13,67,26.797918615700606
55,996,0,42,26.90931446897671
20,1039,25,56,42.88372900708344
27,1005,25,35,30.110549871929546
71,1025,24,13,33.21453015822903
98,1027,15,81,26.73363886346096
66,993,14,71,18.74890166741716
75,1020,25,95,23.739083595027616
33,1015,14,26,36.03299631141299
47,1036,11,36,42.62862286552149
97,1002,15,86,16.452085977450185
21,1022,13,70,37.603818532591156
45,985,28,75,15.67510905585995
33,1026,23,24,38.893688215680946
78,984,14,66,13.823115802761906
75,1022,22,89,26.079086544844753
26,1004,14,3,34.4406695108798
22,997,18,99,24.132612403147707
42,992,7,78,23.084365498397503
37,1022,1,95,35.41068212061113
57,993,1,92,20.985391914076686
34,1007,26,73,26.511618200071037
83,997,9,84,18.18184332071249
47,1038,2,15,46.45954583216129
93,1039,22,18,35.94066286284292
58,1036,16,28,40.22208526090347
76,1007,7,50,25.951273988856418
36,1030,27,17,39.68705005995886
63,1035,22,57,35.395940100781196
44,1006,3,43,31.90798415204931
36,1011,13,15,35.00141550399398
32,1026,20,64,36.57250384791842
44,988,9,1,26.7381167846963
87,1019,28,55,24.70052770689585
29,1011,0,78,33.688009217881884
86,999,3,27,24.15602883330402
37,1007,0,64,32.101761883581936
53,1012,16,4,33.848338944261904
27,983,25,21,22.147164733007035
59,1025,16,99,30.51578694761538
61,1036,6,12,43.06472680038877
60,1013,22,64,26.72456042034377
25,1027,19,15,41.92914211367817
71,982,14,85,12.236223741395323
45,1005,12,63,27.704320645595928
83,987,27,31,14.39686260302551
78,985,1,79,15.816560342546149
75,995,27,50,17.57422766900207
78,1003,18,78,19.69814614532142
89,1027,23,57,28.331628352656526
52,1018,12,45,33.47687354330337
72,1009,23,51,23.769013961376753
41,1024,10,62,36.157495099572785
40,992,26,75,19.300602202227143
89,984,21,59,11.25534522840093
89,1004,14,64,19.95565697605519
23,999,9,80,27.81204249105418
94,1033,8,54,32.9063501510038
81,997,26,56,17.067543085239738
81,1026,27,91,25.65753112578165
43,997,8,70,25.089871192052797
74,981,19,72,11.360007816366608
28,989,27,85,19.15257121811276
22,1034,0,25,48.36572522307522
50,1024,16,11,38.1821453334478
59,1029,11,70,35.300680925462586
55,1026,9,45,36.97369963608433
43,991,4,46,25.502955305813582
25,1026,29,78,34.55295173193853
85,992,28,37,15.341413180741743
94,1029,17,20,32.771132379177985
23,1026,14,13,43.14331811593982
98,1036,5,1,38.74610884173669
25,1034,6,71,42.851956052414124
70,990,16,69,16.53181818689804
81,998,5,32,23.409932456345455
76,1014,7,5,32.33941434683888
85,1018,11,89,25.16835448672883
98,1032,20,36,31.072513222203202
94,1005,13,13,24.26499397267639
27,1025,11,36,41.105541270871
45,993,22,7,25.155407678092576
70,1033,9,76,34.39661948160874
64,1024,21,12,35.089182769723685
63,1023,19,39,32.53727470839355
